2 2.672785 696 696 0.7508108 0.7071518 0.2928482 0.0 0.1232077 0.2620997 0.4335113 0.1815332 0.2585793 5.0759403 0.1101012 0.0527152 0.1369717 0.132377 1.3265281 0.9530994 0.1230228 0.7690552 0.9225618 0.9655628 2
8 2.7531342 903 903 0.7680639 0.8114215 0.1885785 0.0 0.1389001 0.2426263 0.4682554 0.2022974 0.293903 6.9444785 0.113897 0.080445 0.1854485 0.1266632 1.3073804 0.9520987 0.1369241 0.7265869 0.9389478 0.9727647 2
1 2.7736631 415 415 0.7868302 0.6269584 0.3730416 0.0 0.1329058 0.2698415 0.4273522 0.1696971 0.2380616 5.1212615 0.0725594 0.0547251 0.1007679 0.1220688 1.2558216 0.9502858 0.1419364 0.7617065 0.9406824 0.9668911 2
22 2.790983 591 591 0.6657545 0.5866955 0.4133045 0.0 0.1520072 0.2478216 0.4303605 0.2019861 0.2889118 5.1336604 0.0858034 0.0661582 0.1424111 0.1377533 1.2727349 0.9471218 0.1513597 0.7525732 0.9291636 0.9654096 2
21 2.8340268 175 175 0.7843532 0.6500106 0.3499894 0.0 0.1187347 0.2623717 0.3943993 0.1546227 0.2233768 5.148707 0.0828798 0.0493147 0.1313805 0.1119952 1.2575132 0.945339 0.134767 0.7632275 0.9385884 0.9664334 2
9 2.8626695 271 271 0.7951306 0.6456035 0.3543965 0.0 0.1212007 0.2679134 0.417337 0.1559841 0.2218249 4.6408702 0.0782274 0.0472809 0.1091809 0.1059927 1.257034 0.9481153 0.1410195 0.7759888 0.9354778 0.968448 2
8 2.8672675 400 400 0.7801313 0.6311695 0.3688305 0.0 0.1149323 0.2664007 0.3925645 0.1515641 0.2199058 5.1366213 0.0856336 0.0430323 0.1381043 0.1350147 1.2684883 0.9467001 0.1258559 0.7858984 0.9233242 0.9705016 2
13 2.9562311 439 439 0.8220045 0.6682462 0.3317538 0.0 0.0955776 0.27634 0.4231881 0.1346115 0.1990569 5.1022069 0.0946582 0.0454512 0.1444385 0.0988647 1.2730957 0.9513457 0.1323877 0.7348633 0.9195605 0.9699023 1
8 2.9762758 359 359 0.7959007 0.7922892 0.2077108 0.0 0.1246135 0.2387843 0.4121063 0.1730208 0.2536768 4.6408702 0.0986492 0.0617354 0.1355652 0.1408154 1.2816914 0.9421908 0.1488324 0.7519922 0.9263711 0.9707203 2
21 2.9859408 63 63 0.81758 0.6531765 0.3468235 0.0 0.1111476 0.2637776 0.3909668 0.1420456 0.2018038 4.6408702 0.0746123 0.0440887 0.12421 0.1194699 1.2378069 0.9438491 0.1393555 0.773064 0.9346189 0.9682275 2
5 2.9916397 127 127 0.7795533 0.6209507 0.3790493 0.0 0.1150193 0.2366047 0.3636241 0.1514112 0.2182864 4.6408702 0.0717783 0.0463069 0.1221032 0.1159503 1.2610679 0.9353375 0.1447944 0.7648681 0.9355806 0.9678553 2
8 3.0306981 191 191 0.8338213 0.6993863 0.3006137 0.0 0.1088865 0.2551855 0.384732 0.1383433 0.1984447 4.6408702 0.0736923 0.0453772 0.1149743 0.1155109 1.2290757 0.9402515 0.1437983 0.7701025 0.9307759 0.9668084 2
14 3.0663271 48 48 0.8277484 0.6532106 0.3467894 0.0 0.1009654 0.2643704 0.3952434 0.1316836 0.1902304 4.6408702 0.0776748 0.0401512 0.1156163 0.1229855 1.2499944 0.9443116 0.1398867 0.768689 0.9336814 0.9673525 2
1 3.0728916 704 704 0.8378322 0.6584648 0.3415352 0.0 0.1281418 0.2831647 0.4505705 0.1510857 0.2084586 3.1268234 0.0628131 0.0532176 0.1798722 0.0889441 1.156376 0.9505786 0.1578382 0.7732715 0.9129521 0.9669192 2
19 3.1537461 287 287 0.8651052 0.784028 0.215972 0.0 0.1159845 0.2628614 0.3817302 0.1454687 0.2081002 4.6408702 0.0736337 0.0558122 0.136134 0.1175943 1.2143777 0.943259 0.1290663 0.7544263 0.931259 0.9705105 2
22 3.1877815 88 88 0.8540329 0.7430728 0.2569272 0.0 0.097155 0.259201 0.395235 0.1248507 0.1842546 4.6408702 0.0826514 0.0406434 0.124503 0.1128781 1.2464397 0.9422882 0.1415469 0.7701733 0.9357517 0.9668681 2
9 3.1898718 160 160 0.8582241 0.6965114 0.3034886 0.0 0.0945612 0.2704737 0.3861422 0.1206694 0.1737491 4.6408702 0.0767548 0.0379397 0.117318 0.116214 1.2331382 0.944414 0.1337045 0.7744775 0.9304634 0.9681834 2
18 3.2005714 656 656 0.8599417 0.7246249 0.2753751 0.0 0.0963027 0.2615426 0.3817176 0.123239 0.178695 4.6408702 0.0766807 0.0400111 0.1155747 0.1164856 1.2379053 0.9416076 0.1359087 0.770166 0.9351416 0.9674434 1
13 3.2021332 607 607 0.8733561 0.624986 0.375014 0.0 0.1295203 0.349968 0.5823696 0.1509093 0.2039734 1.8010524 0.0592627 0.0524525 0.1131821 0.1217151 1.1543701 0.9745896 0.1287036 0.7562207 0.9281689 0.9654199 1
17 3.2177818 32 32 0.8641632 0.7338944 0.2661056 0.0 0.0967255 0.2626597 0.381682 0.1231513 0.1777779 4.6408702 0.0761435 0.0403699 0.1199132 0.1184152 1.2317132 0.9417678 0.1353711 0.7708765 0.9347751 0.966665 2
25 3.2254268 359 359 0.7631528 0.4834967 0.5165033 0.0 0.1238968 0.300593 0.5546344 0.1589519 0.2363369 4.2023403 0.0773047 0.0489266 0.1311055 0.107627 1.2513672 0.9649047 0.1521055 0.7358594 0.9142578 0.9727656 1
27 3.261719 399 399 0.8560748 0.5688622 0.4311378 0.0 0.115174 0.3115276 0.526849 0.1331191 0.1860515 3.0900451 0.0581641 0.0450984 0.141457 0.1060449 1.1487891 0.9610891 0.1599414 0.7585156 0.9118359 0.9662969 1
8 3.3014995 992 992 0.8010804 0.5428105 0.4571895 0.0 0.1124241 0.2627576 0.3333354 0.1388595 0.2009377 4.6408702 0.0641314 0.0448981 0.1903313 0.1574249 1.2210523 0.9399581 0.11501 0.7429932 0.9494946 0.9638584 2
29 3.3455249 199 199 0.8694447 0.8105476 0.1894524 0.0 0.1021169 0.2560666 0.3807167 0.1317318 0.1934474 4.6408702 0.0851767 0.0450491 0.1179039 0.1269366 1.2483726 0.9410609 0.1378217 0.7718213 0.9325728 0.9674022 2
23 3.3871014 23 23 0.8735958 0.8155182 0.1844818 0.0 0.1003126 0.2546866 0.3843821 0.1290318 0.1897828 4.6408702 0.0845654 0.0444168 0.1150303 0.1178879 1.2449163 0.940496 0.1408164 0.7713452 0.9326658 0.9681337 2
25 3.3908348 112 112 0.8702722 0.7929951 0.2070049 0.0 0.0976609 0.2440527 0.3474091 0.1256345 0.1834138 4.6408702 0.0779033 0.0419319 0.1142907 0.1117316 1.2366929 0.9344125 0.1416069 0.7736182 0.9324556 0.9666053 2
24 3.3975411 463 463 0.8917036 0.6697346 0.3302654 0.0 0.0927367 0.2954508 0.4527999 0.1130006 0.1610412 3.1118035 0.0621191 0.0462715 0.1371143 0.0711792 1.1588379 0.9533691 0.1499854 0.7258789 0.9115527 0.968418 1
13 3.3977568 335 335 0.8031019 0.5172979 0.4827021 0.0 0.1220079 0.2823892 0.4581514 0.1472525 0.2151639 3.1157086 0.0619922 0.0467391 0.1178242 0.1027051 1.2148047 0.9524172 0.1579492 0.7489844 0.9214453 0.9721406 1
26 3.4014501 243 243 0.8828624 0.7013976 0.2986024 0.0 0.0859888 0.3301799 0.5176465 0.1134039 0.1696083 2.5004311 0.0920117 0.0388805 0.1289785 0.0678955 1.2427148 0.9638805 0.1466387 0.7494141 0.9139648 0.9724609 1
7 3.4688037 576 576 0.7597682 0.5128501 0.4871499 0.0 0.1213166 0.2575587 0.4249548 0.1524448 0.2206786 2.8235647 0.0674284 0.0372832 0.1095986 0.1504095 1.2483599 0.9443468 0.1609222 0.7863232 0.9347886 0.9736596 2
